TrackTitle,TrackDescription,FileName,Keywords,MediaCode,TrackTime,TrackCD,TrackTrack,TrackIndex,
AIRPLANE BIPLANE,WW1 JENNY BIPLANE:  TAXI BY,AirplaneBiplane 6041_05,Vintage Airplanes & Propeller Planes,6041-05-01,:17,6041,5,1,
AIRPLANE BIPLANE,WW1 JENNY BIPLANE:  TAXI BY FAST CLOSE UP,AirplaneBiplane 6041_06,Vintage Airplanes & Propeller Planes,6041-06-01,:20,6041,6,1,
AIRPLANE BIPLANE,WW1 JENNY BIPLANE:  TAXI UP AND BY STOP AND SHUT OFF,AirplaneBiplane 6041_07,Vintage Airplanes & Propeller Planes,6041-07-01,1:06,6041,7,1,
AIRPLANE BIPLANE,WW1 JENNY BIPLANE:  TAXI ABOUT ON TARMAC SHUT OFF,AirplaneBiplane 6041_08,Vintage Airplanes & Propeller Planes,6041-08-01,1:37,6041,8,1,
AIRPLANE BIPLANE,WW1 JENNY BIPLANE:  TAXI UP AND SHUT OFF HEAD ON,AirplaneBiplane 6041_09,Vintage Airplanes & Propeller Planes,6041-09-01,:45,6041,9,1,
AIRPLANE BIPLANE,WW1 JENNY BIPLANE:  TAXI UP AND SHUT OFF HEAD ON,AirplaneBiplane 6041_10,Vintage Airplanes & Propeller Planes,6041-10-01,:32,6041,10,1,
AIRPLANE BIPLANE,WW1 JENNY BIPLANE:  TAKE OFF,AirplaneBiplane 6041_11,Vintage Airplanes & Propeller Planes,6041-11-01,:45,6041,11,1,
AIRPLANE BIPLANE,WW1 JENNY BIPLANE:  TAKE OFF PASSING OVERHEAD,AirplaneBiplane 6041_12,Vintage Airplanes & Propeller Planes,6041-12-01,:25,6041,12,1,
AIRPLANE BIPLANE,WW1 JENNY BIPLANE:  TAKE OFF PASSING BY LEFT TO RIGHT,AirplaneBiplane 6041_13,Vintage Airplanes & Propeller Planes,6041-13-01,:47,6041,13,1,
AIRPLANE BIPLANE,WW1 JENNY BIPLANE:  PASS BY LOW OVERHEAD,AirplaneBiplane 6041_14,Vintage Airplanes & Propeller Planes,6041-14-01,:16,6041,14,1,
AIRPLANE BIPLANE,WW1 JENNY BIPLANE:  PASS BY LOW OVERHEAD,AirplaneBiplane 6041_15,Vintage Airplanes & Propeller Planes,6041-15-01,:20,6041,15,1,
AIRPLANE BIPLANE,WW1 JENNY BIPLANE:  FLY BY MEDIUM OVERHEAD,AirplaneBiplane 6041_16,Vintage Airplanes & Propeller Planes,6041-16-01,:24,6041,16,1,
AIRPLANE BIPLANE,WW1 JENNY BIPLANE:  FLY BY FAST LEFT TO RIGHT LOW AND CLOSE,AirplaneBiplane 6041_17,Vintage Airplanes & Propeller Planes,6041-17-01,:13,6041,17,1,
AIRPLANE BIPLANE,WW1 JENNY BIPLANE:  FLY BY FAST LEFT TO RIGHT LOW AND CLOSE,AirplaneBiplane 6041_18,Vintage Airplanes & Propeller Planes,6041-18-01,:27,6041,18,1,
AIRPLANE BIPLANE,WW1 JENNY BIPLANE:  FLY BY MEDIUM OVERHEAD WITH ENGINE SPUTTERING,AirplaneBiplane 6041_19,Vintage Airplanes & Propeller Planes,6041-19-01,:18,6041,19,1,
AIRPLANE BIPLANE,WW1 JENNY BIPLANE:  FLY BY OVERHEAD AND LAND,AirplaneBiplane 6041_20,Vintage Airplanes & Propeller Planes,6041-20-01,:26,6041,20,1,
AIRPLANE BIPLANE,WW1 JENNY BIPLANE:  DESCEND AND LAND WITH ENGINE SPUTTERS TAXI BACK,AirplaneBiplane 6041_21,Vintage Airplanes & Propeller Planes,6041-21-01,1:16,6041,21,1,
AIRPLANE BIPLANE,WW1 JENNY BIPLANE:  INTERNAL:  START UP TAXI TO RUNWAY,AirplaneBiplane 6041_22,Vintage Airplanes & Propeller Planes,6041-22-01,1:35,6041,22,1,
AIRPLANE BIPLANE,WW1 JENNY BIPLANE:  INTERNAL:  REV UP TAKE OFF AND CLIMB,AirplaneBiplane 6041_23,Vintage Airplanes & Propeller Planes,6041-23-01,2:15,6041,23,1,
AIRPLANE BIPLANE,WW1 JENNY BIPLANE:  INTERNAL:  FLYING STEADY,AirplaneBiplane 6041_24,Vintage Airplanes & Propeller Planes,6041-24-01,:51,6041,24,1,
AIRPLANE BIPLANE,WW1 JENNY BIPLANE:  INTERNAL:  MANEUVERING ABOUT IN AIR,AirplaneBiplane 6041_25,Vintage Airplanes & Propeller Planes,6041-25-01,2:33,6041,25,1,
AIRPLANE BIPLANE,WW1 JENNY BIPLANE:  INTERNAL:  ENGINE STALLS THEN CLIMBING BACK UP IN ALTITUDE,AirplaneBiplane 6041_26,Vintage Airplanes & Propeller Planes,6041-26-01,2:28,6041,26,1,
AIRPLANE BIPLANE,WW1 JENNY BIPLANE:  INTERNAL:  APPROACH RUNWAY AND LAND,AirplaneBiplane 6041_27,Vintage Airplanes & Propeller Planes,6041-27-01,1:39,6041,27,1,
AIRPLANE BIPLANE,WW1 JENNY BIPLANE:  INTERNAL:  TAXI OFF RUNWAY STOP SHUT OFF,AirplaneBiplane 6041_28,Vintage Airplanes & Propeller Planes,6041-28-01,1:25,6041,28,1,
AIRPLANE BIPLANE,WW1 JENNY BIPLANE:  DOOR OPEN,AirplaneBiplane 6041_29_1,Vintage Airplanes & Propeller Planes,6041-29-01,:02,6041,29,1,
AIRPLANE BIPLANE,WW1 JENNY BIPLANE:  DOOR CLOSE,AirplaneBiplane 6041_29_2,Vintage Airplanes & Propeller Planes,6041-29-02,:02,6041,29,2,
AIRPLANE BIPLANE,WW1 JENNY BIPLANE:  AILERON MOVEMENT,AirplaneBiplane 6041_30,Vintage Airplanes & Propeller Planes,6041-30-01,:11,6041,30,1,
AIRPLANE BIPLANE,WW1 JENNY BIPLANE:  RUDDER MOVEMENT,AirplaneBiplane 6041_31_1,Vintage Airplanes & Propeller Planes,6041-31-01,:02,6041,31,1,
AIRPLANE BIPLANE,WW1 JENNY BIPLANE:  RUDDER MOVEMENT,AirplaneBiplane 6041_31_2,Vintage Airplanes & Propeller Planes,6041-31-02,:02,6041,31,2,
AIRPLANE BIPLANE,WW1 JENNY BIPLANE:  MAGNETO SWITCH,AirplaneBiplane 6041_32_1,Vintage Airplanes & Propeller Planes,6041-32-01,:01,6041,32,1,
AIRPLANE BIPLANE,WW1 JENNY BIPLANE:  MAGNETO SWITCH,AirplaneBiplane 6041_32_2,Vintage Airplanes & Propeller Planes,6041-32-02,:01,6041,32,2,
AIRPLANE BIPLANE,WW1 JENNY BIPLANE:  THROTTLE OUT SLOW,AirplaneBiplane 6041_33_1,Vintage Airplanes & Propeller Planes,6041-33-01,:02,6041,33,1,
AIRPLANE BIPLANE,WW1 JENNY BIPLANE:  THROTTLE OUT FAST,AirplaneBiplane 6041_33_2,Vintage Airplanes & Propeller Planes,6041-33-02,:01,6041,33,2,
AIRPLANE BIPLANE,WW1 JENNY BIPLANE:  THROTTLE IN SLOW,AirplaneBiplane 6041_34_1,Vintage Airplanes & Propeller Planes,6041-34-01,:02,6041,34,1,
AIRPLANE BIPLANE,WW1 JENNY BIPLANE:  THROTTLE IN FAST,AirplaneBiplane 6041_34_2,Vintage Airplanes & Propeller Planes,6041-34-02,:01,6041,34,2,
AIRPLANE BIPLANE,WW1 JENNY BIPLANE:  FOOTSTEP COVER FLAP OPEN,AirplaneBiplane 6041_35_1,Vintage Airplanes & Propeller Planes,6041-35-01,:01,6041,35,1,
AIRPLANE BIPLANE,WW1 JENNY BIPLANE:  FOOTSTEP COVER FLAP OPEN,AirplaneBiplane 6041_35_2,Vintage Airplanes & Propeller Planes,6041-35-02,:01,6041,35,2,
AIRPLANE BIPLANE,WW1 JENNY BIPLANE:  FOOTSTEP COVER FLAP CLOSE,AirplaneBiplane 6041_35_3,Vintage Airplanes & Propeller Planes,6041-35-03,:01,6041,35,3,
AIRPLANE CRASH,APPROACH BELLY FLOP TO GROUND,AirplaneCrash 6041_36,Airplane Crashes,6041-36-01,:27,6041,36,1,
AIRPLANE CRASH,APPROACH BELLY FLOP TO GROUND,AirplaneCrash 6041_37,Airplane Crashes,6041-37-01,:34,6041,37,1,
AIRPLANE FLOAT,1954 DEHAVILAND BEAVER FLOAT PLANE:  START UP TAXI AWAY FROM DOCK,AirplaneFloat 6041_38,Vintage Airplanes & Propeller Planes,6041-38-01,1:08,6041,38,1,
AIRPLANE FLOAT,1954 DEHAVILAND BEAVER FLOAT PLANE:  START UP TAXI AWAY FROM DOCK,AirplaneFloat 6041_39,Vintage Airplanes & Propeller Planes,6041-39-01,1:31,6041,39,1,
AIRPLANE FLOAT,1954 DEHAVILAND BEAVER FLOAT PLANE:  TAKE OFF PASS BY CLOSE,AirplaneFloat 6041_40,Vintage Airplanes & Propeller Planes,6041-40-01,:49,6041,40,1,
AIRPLANE FLOAT,1954 DEHAVILAND BEAVER FLOAT PLANE:  TAKE OFF PASS BY CLOSE,AirplaneFloat 6041_41,Vintage Airplanes & Propeller Planes,6041-41-01,:52,6041,41,1,
AIRPLANE FLOAT,1954 DEHAVILAND BEAVER FLOAT PLANE:  LAND IN DISTANCE LOONS IN BACKGROUND TAXI UP TO DOCK SHUT OFF AND FLOAT IN,AirplaneFloat 6041_42,Vintage Airplanes & Propeller Planes,6041-42-01,1:34,6041,42,1,
AIRPLANE FLOAT,1954 DEHAVILAND BEAVER FLOAT PLANE:  INTERNAL:  START UP IDLE TAXI,AirplaneFloat 6041_43,Vintage Airplanes & Propeller Planes,6041-43-01,2:00,6041,43,1,
AIRPLANE FLOAT,1954 DEHAVILAND BEAVER FLOAT PLANE:  INTERNAL:  TAKE OFF AND CLIMB,AirplaneFloat 6041_44,Vintage Airplanes & Propeller Planes,6041-44-01,3:28,6041,44,1,
AIRPLANE FLOAT,1954 DEHAVILAND BEAVER FLOAT PLANE:  INTERNAL:  FLY STEADY,AirplaneFloat 6041_45,Vintage Airplanes & Propeller Planes,6041-45-01,2:00,6041,45,1,
AIRPLANE FLOAT,1954 DEHAVILAND BEAVER FLOAT PLANE:  INTERNAL:  DESCEND LAND,AirplaneFloat 6041_46,Vintage Airplanes & Propeller Planes,6041-46-01,1:33,6041,46,1,
AIRPLANE FLOAT,1954 DEHAVILAND BEAVER FLOAT PLANE:  INTERNAL:  TAXI SHUT OFF,AirplaneFloat 6041_47,Vintage Airplanes & Propeller Planes,6041-47-01,1:17,6041,47,1,
AIRPLANE FOUR ENGINE,C-121 LOCKHEED FOUR ENGINE PROP:  TAKING OFF,AirplaneFourEngine 6041_58,Vintage Airplanes & Propeller Planes,6041-58-01,:30,6041,58,1,
AIRPLANE FOUR ENGINE,C-121 LOCKHEED FOUR ENGINE PROP:  PASS BY,AirplaneFourEngine 6041_59,Vintage Airplanes & Propeller Planes,6041-59-01,:32,6041,59,1,
AIRPLANE HYDRAULICS,WING FLAP HYDRAULICS SERVO MOTOR,AirplaneHydraulic 6042_16,Airplane Exterior Perspectives,6042-16-01,:12,6042,16,1,
AIRPLANE JET,737:  EXTERNAL:  TAKING OFF,AirplaneJet 6041_61,Airplane Exterior Perspectives,6041-61-01,:30,6041,61,1,
AIRPLANE JET,747:  EXTERNAL:  TAKING OFF,AirplaneJet 6041_62,Airplane Exterior Perspectives,6041-62-01,:28,6041,62,1,
AIRPLANE JET,BOEING 747:  ON BOARD:  TAKING OFF HEAVY RUMBLE AND RATTLE,AirplaneJet 6041_63,Airplane Interior Perspectives,6041-63-01,1:32,6041,63,1,
AIRPLANE JET,BOEING 747:  ON BOARD:  APPROACHING RUNWAY LANDING HEAVY RUMBLE AND RATTLE SHORT P.A. ANNOUNCEMENT,AirplaneJet 6041_64,Airplane Interior Perspectives,6041-64-01,1:08,6041,64,1,
AIRPLANE JET,757:  EXTERNAL:  JET TURBINES REVVING UP AND DOWN TWO TIMES,AirplaneJet 6041_65,Airplane Exterior Perspectives,6041-65-01,1:13,6041,65,1,
AIRPLANE JET,777:  EXTERNAL:  TAXI BY,AirplaneJet 6041_66,Airplane Exterior Perspectives,6041-66-01,2:14,6041,66,1,
AIRPLANE JET,777:  EXTERNAL:  TAKING OFF,AirplaneJet 6041_67,Airplane Exterior Perspectives,6041-67-01,:36,6041,67,1,
AIRPLANE JET,777:  EXTERNAL:  LOW PASS BY  ON LANDING,AirplaneJet 6041_68,Airplane Exterior Perspectives,6041-68-01,:29,6041,68,1,
AIRPLANE JET,PASSENGER JET:  EXTERNAL:  LANDING,AirplaneJet 6041_69,Passenger Jets,6041-69-01,:26,6041,69,1,
AIRPLANE JET,PASSENGER JET:  EXTERNAL:  LANDING,AirplaneJet 6041_70,Passenger Jets,6041-70-01,:23,6041,70,1,
AIRPLANE JET,PASSENGER JET:  EXTERNAL:  IN FLIGHT BANKING ENGINE WHINE,AirplaneJet 6041_71,Passenger Jets,6041-71-01,1:00,6041,71,1,
AIRPLANE JET,EXTERNAL:  AFTERBURNERS AND AIR DISTORTION ON TAKE OFF,AirplaneJet 6041_72,Airplane Exterior Perspectives,6041-72-01,:23,6041,72,1,
AIRPLANE JET,PASSENGER JET:  EXTERNAL:  IN FLIGHT CONSTANT,AirplaneJet 6041_73,Passenger Jets,6041-73-01,1:00,6041,73,1,
AIRPLANE JET,PASSENGER JET:  EXTERNAL:  IN FLIGHT CONSTANT,AirplaneJet 6041_74,Passenger Jets,6041-74-01,1:00,6041,74,1,
AIRPLANE JET,B-2 BOMBER:  EXTERNAL:  PASS BY,AirplaneJet 6042_01,Fighter Jets & Bombers,6042-01-01,:28,6042,1,1,
AIRPLANE JET,B-52 BOMBER:  EXTERNAL:  PASS BY OVERHEAD,AirplaneJet 6042_02_1,Fighter Jets & Bombers,6042-02-01,:17,6042,2,1,
AIRPLANE JET,B-52 BOMBER:  EXTERNAL:  IDLE TURBINES REVVING UP AND DOWN,AirplaneJet 6042_02_2,Fighter Jets & Bombers,6042-02-02,:45,6042,2,2,
AIRPLANE JET,C-141-STARLIFTER:  EXTERNAL:  TAKING OFF,AirplaneJet 6042_03_1,Fighter Jets & Bombers,6042-03-01,:32,6042,3,1,
AIRPLANE JET,C-141-STARLIFTER:  EXTERNAL:  PASS BY TOUCH AND GO MANEUVER,AirplaneJet 6042_03_2,Fighter Jets & Bombers,6042-03-02,:39,6042,3,2,
AIRPLANE JET,C-141 STARLIFTER:  EXTERNAL:  PASS BY LAND,AirplaneJet 6042_03_3,Fighter Jets & Bombers,6042-03-03,:31,6042,3,3,
AIRPLANE JET,B-1B BOMBER:  EXTERNAL:  TAKING OFF HEAVY AIR DISTORTION,AirplaneJet 6042_04_1,Fighter Jets & Bombers,6042-04-01,:43,6042,4,1,
AIRPLANE JET,B-1B BOMBER:  EXTERNAL:  PASS BY CLOSE TO GROUND,AirplaneJet 6042_04_2,Fighter Jets & Bombers,6042-04-02,:20,6042,4,2,
AIRPLANE JET,F-117A STEALTH BOMBER:  EXTERNAL:  PASS BY CLOSE,AirplaneJet 6042_05,Fighter Jets & Bombers,6042-05-01,:15,6042,5,1,
AIRPLANE JET,F-14:  EXTERNAL:  TAKE OFF FROM REAR OF JET,AirplaneJet 6042_06,Fighter Jets & Bombers,6042-06-01,:42,6042,6,1,
AIRPLANE JET,F-15:  EXTERNAL:  TAKING OFF HEAVY AIR DISTORTION,AirplaneJet 6042_07_1,Fighter Jets & Bombers,6042-07-01,:37,6042,7,1,
AIRPLANE JET,F-15:  EXTERNAL:  PASS BY,AirplaneJet 6042_07_2,Fighter Jets & Bombers,6042-07-02,:23,6042,7,2,
AIRPLANE JET,F-16:  EXTERNAL:  PASS BY JET CIRCLES AROUND SECOND PASS BY,AirplaneJet 6042_08,Fighter Jets & Bombers,6042-08-01,:32,6042,8,1,
AIRPLANE JET,F/A-18:  EXTERNAL:  TAXI BY,AirplaneJet 6042_09_1,Fighter Jets & Bombers,6042-09-01,:42,6042,9,1,
AIRPLANE JET,F/A-18:  EXTERNAL:  TAKE OFF,AirplaneJet 6042_09_2,Fighter Jets & Bombers,6042-09-02,:12,6042,9,2,
AIRPLANE JET,F/A-18:  EXTERNAL:  PASS BY,AirplaneJet 6042_10_1,Fighter Jets & Bombers,6042-10-01,:13,6042,10,1,
AIRPLANE JET,F/A-18:  EXTERNAL:  PASS BY FAST,AirplaneJet 6042_10_2,Fighter Jets & Bombers,6042-10-02,:18,6042,10,2,
AIRPLANE JET,F/A-18:  EXTERNAL:  PASS BY FAST WHINE TRAIL,AirplaneJet 6042_11_1,Fighter Jets & Bombers,6042-11-01,:22,6042,11,1,
AIRPLANE JET,F/A-18:  EXTERNAL:  LANDING PASS,AirplaneJet 6042_11_2,Fighter Jets & Bombers,6042-11-02,:10,6042,11,2,
AIRPLANE JET,F/A-18:  EXTERNAL:  TWO JETS PASS BY,AirplaneJet 6042_12_1,Fighter Jets & Bombers,6042-12-01,:14,6042,12,1,
AIRPLANE JET,F/A-18:  EXTERNAL:  TWO JETS PASS BY,AirplaneJet 6042_12_2,Fighter Jets & Bombers,6042-12-02,:19,6042,12,2,
AIRPLANE JET,F/A-18:  EXTERNAL:  THREE JETS TAKING OFF IN SUCCESSION,AirplaneJet 6042_13,Fighter Jets & Bombers,6042-13-01,:44,6042,13,1,
AIRPLANE JET,T/A-4 TRAINER:  EXTERNAL:  PASS BY,AirplaneJet 6042_14,Fighter Jets & Bombers,6042-14-01,:16,6042,14,1,
AIRPLANE JET,SOKO GALEB:  EXTERNAL:  IDLE LOUD TURBINE WHINE,AirplaneJet 6042_15_1,Fighter Jets & Bombers,6042-15-01,:52,6042,15,1,
AIRPLANE JET,SOKO GALEB:  EXTERNAL:  TAXI BY,AirplaneJet 6042_15_2,Fighter Jets & Bombers,6042-15-02,1:02,6042,15,2,
AIRPLANE SINGLE PROP,P-51 MUSTANG:  PASS BY,AirplaneSingleProp 6041_48,Vintage Airplanes & Propeller Planes,6041-48-01,:22,6041,48,1,
AIRPLANE SINGLE PROP,P-51 MUSTANG:  PASS BY VERY FAST,AirplaneSingleProp 6041_49,Vintage Airplanes & Propeller Planes,6041-49-01,:12,6041,49,1,
AIRPLANE SINGLE PROP,WW2 T-6 TRAINERS:  LARGE GROUP START IDLE,AirplaneSingleProp 6041_50,Vintage Airplanes & Propeller Planes,6041-50-01,2:14,6041,50,1,
AIRPLANE SINGLE PROP,WW2 T-6 TRAINERS:  GROUP OF FOUR TAKING OFF,AirplaneSingleProp 6041_51,Vintage Airplanes & Propeller Planes,6041-51-01,:39,6041,51,1,
AIRPLANE SINGLE PROP,WW2 T-28 TRAINER:  START IDLE TAXI BY,AirplaneSingleProp 6041_52,Vintage Airplanes & Propeller Planes,6041-52-01,:47,6041,52,1,
AIRPLANE SKID,LANDING TIRE SQUEAL,AirplaneSkid 6042_17_1,Fighter Jets & Bombers,6042-17-01,:01,6042,17,1,
AIRPLANE SKID,LANDING TIRE SQUEAL,AirplaneSkid 6042_17_2,Fighter Jets & Bombers,6042-17-02,:01,6042,17,2,
AIRPLANE SKID,LANDING TIRE SQUEAL,AirplaneSkid 6042_17_3,Fighter Jets & Bombers,6042-17-03,:01,6042,17,3,
AIRPLANE SKID,LANDING TIRE SQUEAL,AirplaneSkid 6042_17_4,Fighter Jets & Bombers,6042-17-04,:01,6042,17,4,
AIRPLANE SQUADRON,GROUP OF B-17 AND B-24 BOMBERS TAKING OFF IN SUCCESSION,AirplaneSquadron 6041_60,Fighter Jets & Bombers,6041-60-01,:47,6041,60,1,
AIRPLANE TWIN PROP,BOEING 247-D:  TAKING OFF,AirplaneTwinProp 6041_53,Vintage Airplanes & Propeller Planes,6041-53-01,:23,6041,53,1,
AIRPLANE TWIN PROP,BOEING 247-D:  PASS BY,AirplaneTwinProp 6041_54,Vintage Airplanes & Propeller Planes,6041-54-01,:17,6041,54,1,
AIRPLANE TWIN PROP,BEECHCRAFT:  START IDLE TAXI AWAY,AirplaneTwinProp 6041_55,Vintage Airplanes & Propeller Planes,6041-55-01,:43,6041,55,1,
AIRPLANE TWIN PROP,BEECHCRAFT:  TAKING OFF,AirplaneTwinProp 6041_56,Vintage Airplanes & Propeller Planes,6041-56-01,:20,6041,56,1,
AIRPLANE TWIN PROP,BEECHCRAFT CARGO PLANE:  TAKING OFF,AirplaneTwinProp 6041_57,Vintage Airplanes & Propeller Planes,6041-57-01,:17,6041,57,1,
AIRPORT AMBIENCE MILITARY,MILITARY AIR BASE:  C-130 TURBO PROPS IDLE AND TAXI BY,AirportMilitary 6042_18,Fighter Jets & Bombers,6042-18-01,2:00,6042,18,1,
AIRPORT AMBIENCE MILITARY,WW2 PLANES:  VARIOUS PROP PLANES IDLING AND TAKING OFF,AirportMilitary 6042_19,Vintage Airplanes & Propeller Planes,6042-19-01,2:12,6042,19,1,
ALARM ELECTRONIC,HI TECH ALARM BEEPS COMPUTER,AlarmElectronic 6044_07,Alarms;Beeps;Space Beeps Prompts & Sonar Pings,6044-07-01,:13,6044,7,1,
ALARM ELECTRONIC,HI TECH ALARM BEEPS COMPUTER,AlarmElectronic 6044_08,Alarms;Beeps;Space Beeps Prompts & Sonar Pings,6044-08-01,:17,6044,8,1,
ALARM ELECTRONIC,PERSONAL ELECTRONIC FIREFIGHTERS ALARM INDICATING MAN DOWN,AlarmElectronic 6044_09,Fire Engines Equipment & Sirens,6044-09-01,:16,6044,9,1,
ALARM FIRE,LARGE OFFICE BUILDING:  INTERNAL:  FIRE ALARM SLOW BEEPING,AlarmFire 6044_10,Alarms;Beeps;Fire Scenes Fires & Flames,6044-10-01,:36,6044,10,1,
ALARM SHIP,BRIDGE ALARM:  SINGLE SHORT BUZZ AND RING,BoatAlarm 6044_11,Bells;Aircraft Carriers,6044-11-01,:05,6044,11,1,
ANIMAL BATS,COLONY OF BATS:  CHIRPING AND RUSTLING,AnimalBats 6044_12,Bats,6044-12-01,:36,6044,12,1,
ANIMAL CHIPMUNK,CHATTER IN FOREST RODENT,AnimalChipmunk 6044_13_1,Other Wild Animals,6044-13-01,:04,6044,13,1,
ANIMAL CHIPMUNK,CHATTER IN FOREST RODENT,AnimalChipmunk 6044_13_2,Other Wild Animals,6044-13-02,:11,6044,13,2,
ANIMAL DINOSAUR,SINGLE ROAR,AnimalDinosaur 6044_14,Dinosaurs,6044-14-01,:04,6044,14,1,
ANIMAL HORSE,EATING GRAIN FROM BUCKET,AnimalHorse 6044_15,Horses,6044-15-01,:36,6044,15,1,
ANIMAL HORSE,INTERIOR:  WHINNY,AnimalHorse 6044_16_1,Horses,6044-16-01,:04,6044,16,1,
ANIMAL HORSE,INTERIOR:  WHINNY,AnimalHorse 6044_16_2,Horses,6044-16-02,:04,6044,16,2,
ANIMAL HORSE,SCARED WHINNY,AnimalHorse 6044_16_3,Horses,6044-16-03,:02,6044,16,3,
ANIMAL JAGUAR,GROWLING HISSING CAT,AnimalJaguar 6044_17,Wild Cats - Lions Tigers Jaguars,6044-17-01,:14,6044,17,1,
ANIMAL JAGUAR,GROWLING CAT,AnimalJaguar 6044_18,Wild Cats - Lions Tigers Jaguars,6044-18-01,:12,6044,18,1,
ANIMAL WALRUS,SINGLE CALL,AnimalWalrus 6044_19_1,Seals Sea Lions & Walruses,6044-19-01,:02,6044,19,1,
ANIMAL WALRUS,SINGLE CALL,AnimalWalrus 6044_19_2,Seals Sea Lions & Walruses,6044-19-02,:01,6044,19,2,
ANIMAL WALRUS,SINGLE CALL,AnimalWalrus 6044_20_1,Seals Sea Lions & Walruses,6044-20-01,:02,6044,20,1,
ANIMAL WHALE,HUMPBACK WHALE:  SINGLE BLOW,AnimalWhale 6044_20_2,Whales & Dolphins,6044-20-02,:03,6044,20,2,
ANTACID,ANTACID TABLETS:  DROP INTO GLASS OF WATER AND FIZZ,Antacid 6044_21,Bathroom,6044-21-01,1:37,6044,21,1,
AQUARIUM,LARGE AQUARIUM AERATOR:  MOTOR NOISE AND BUBBLING,WaterAquarium 6044_22,Miscellaneous Household,6044-22-01,1:00,6044,22,1,
ARCHERY,SHOOT ARROW FROM BOW SPORTS,Archery 6044_23_1,Archery;Bows & Arrows,6044-23-01,:01,6044,23,1,
ARCHERY,SHOOT ARROW FROM BOW SPORTS,Archery 6044_23_2,Archery;Bows & Arrows,6044-23-02,:01,6044,23,2,
AUCTION,AUCTIONEER SELLING HOUSE OVER P. A.,HumanVocal 6044_24,Announcements & Speeches;Miscellaneous Human Voices,6044-24-01,1:17,6044,24,1,
AUTO '23 DODGE PADDY WAGON,EXTERNAL:  START IDLE ENGINE STALLS FROM FRONT VINTAGE CAR,Auto'23DodgePaddy 6042_20_1,Antique Cars (pre 1940);Dodge Cars,6042-20-01,:11,6042,20,1,
AUTO '23 DODGE PADDY WAGON,EXTERNAL:  START IDLE SHUT OFF FROM FRONT VINTAGE CAR,Auto'23DodgePaddy 6042_20_2,Antique Cars (pre 1940);Dodge Cars,6042-20-02,:34,6042,20,2,
AUTO '23 DODGE PADDY WAGON,EXTERNAL:  START IDLE WITH LIGHT REVS SHUT OFF FROM FRONT VINTAGE CAR,Auto'23DodgePaddy 6042_21,Antique Cars (pre 1940);Dodge Cars,6042-21-01,:28,6042,21,1,
AUTO '23 DODGE PADDY WAGON,EXTERNAL:  START IDLE WITH REVS SHUT OFF FROM FRONT VINTAGE CAR,Auto'23DodgePaddy 6042_22,Antique Cars (pre 1940);Dodge Cars,6042-22-01,:38,6042,22,1,
